Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675727436.0470672,137,85838,0,GPS1_Frame,42.33715516666666,-71.09048666666666,6.7,327784.16450916877,4689327.700382235,19,T
1675727437.0501654,138,85839,0,GPS1_Frame,42.33715366666667,-71.09048533333333,7.0,327784.2702599716,4689327.53111822,19,T
1675727438.0546527,139,85840,0,GPS1_Frame,42.33715233333334,-71.09048416666666,7.3,327784.36273506074,4689327.380698824,19,T
1675727439.0559695,140,85841,0,GPS1_Frame,42.33715050000001,-71.09048233333333,7.5,327784.5087680249,4689327.173408019,19,T
1675727440.058758,141,85842,0,GPS1_Frame,42.33714966666666,-71.09048066666666,7.7,327784.6438001455,4689327.07749716,19,T
1675727441.0635102,142,85843,0,GPS1_Frame,42.33714866666666,-71.0904795,7.9,327784.737185196,4689326.964091898,19,T
1675727442.0455766,143,85844,0,GPS1_Frame,42.33714733333333,-71.09047833333334,8.1,327784.8296602991,4689326.813672507,19,T
1675727443.0467317,144,85845,0,GPS1_Frame,42.3371465,-71.09047749999999,8.3,327784.8960389324,4689326.7194494195,19,T
1675727444.0491452,145,85846,0,GPS1_Frame,42.3371455,-71.09047683333333,8.3,327784.94823188893,4689326.60705682,19,T
1675727445.0587943,146,85847,0,GPS1_Frame,42.33714466666667,-71.09047650000001,8.2,327784.97341842006,4689326.513846392,19,T
1675727446.0603719,147,85848,0,GPS1_Frame,42.33714366666666,-71.09047600000001,8.1,327785.01188067894,4689326.401791344,19,T
1675727447.0478582,148,85849,0,GPS1_Frame,42.337143166666664,-71.09047600000001,7.7,327785.0105157575,4689326.3462701505,19,T
1675727448.0533366,149,85850,0,GPS1_Frame,42.33714283333334,-71.09047600000001,7.3,327785.00960580993,4689326.309256022,19,T
1675727449.0571084,150,85851,0,GPS1_Frame,42.3371425,-71.09047616666666,7.0,327784.9949651614,4689326.2725794455,19,T
1675727450.0594757,151,85852,0,GPS1_Frame,42.337141833333334,-71.09047633333333,6.9,327784.9794145649,4689326.198888738,19,T
1675727451.045391,152,85853,0,GPS1_Frame,42.33714150000001,-71.09047650000001,6.7,327784.96477391594,4689326.162212163,19,T
1675727452.0480163,153,85854,0,GPS1_Frame,42.33714083333333,-71.09047650000001,6.6,327784.9629540204,4689326.088183903,19,T
1675727453.0571,154,85855,0,GPS1_Frame,42.337140166666664,-71.09047650000001,6.5,327784.9611341249,4689326.014155645,19,T
1675727454.062624,155,85856,0,GPS1_Frame,42.3371395,-71.09047666666667,6.5,327784.9455835278,4689325.940464939,19,T
1675727455.0580478,156,85857,0,GPS1_Frame,42.337139166666674,-71.09047766666666,6.4,327784.86228936946,4689325.905476129,19,T
1675727456.0427568,157,85858,0,GPS1_Frame,42.33713899999999,-71.09048,6.1,327784.6696045662,4689325.891694806,19,T
1675727457.0480921,158,85859,0,GPS1_Frame,42.337138833333334,-71.09048266666667,5.8,327784.44945835404,4689325.878588598,19,T
1675727458.0473628,159,85860,0,GPS1_Frame,42.337138833333334,-71.09048483333332,5.6,327784.2709592304,4689325.882976799,19,T
1675727459.0500371,160,85861,0,GPS1_Frame,42.337139166666674,-71.0904865,5.2,327784.13456216006,4689325.923366472,19,T
1675727460.0529952,161,85862,0,GPS1_Frame,42.3371395,-71.09048816666667,5.0,327783.99816509115,4689325.963756144,19,T
1675727461.05533,162,85863,0,GPS1_Frame,42.33714,-71.09048916666667,5.0,327783.9171458109,4689326.0213026665,19,T
1675727462.061089,163,85864,0,GPS1_Frame,42.337140500000004,-71.09048933333334,5.1,327783.90478003724,4689326.077161417,19,T
1675727463.0440607,164,85865,0,GPS1_Frame,42.33714133333333,-71.09049016666667,5.2,327783.8384014121,4689326.171384514,19,T
1675727464.0571404,165,85866,0,GPS1_Frame,42.33714233333333,-71.09049133333333,5.3,327783.7450163659,4689326.284789789,19,T
1675727465.0596225,166,85867,0,GPS1_Frame,42.33714333333334,-71.090492,5.4,327783.6928234232,4689326.397182398,19,T
1675727466.0485032,167,85868,0,GPS1_Frame,42.33714433333333,-71.0904925,5.4,327783.654361185,4689326.509237451,19,T
1675727467.0521216,168,85867,0,GPS1_Frame,42.33714516666667,-71.09049316666666,5.4,327783.6017132681,4689326.603122997,19,T
1675727468.0558462,169,85868,0,GPS1_Frame,42.33714616666666,-71.09049333333334,5.4,327783.59071243316,4689326.714502938,19,T
1675727469.043861,170,85869,0,GPS1_Frame,42.33714666666666,-71.09049283333334,5.6,327783.63326946634,4689326.769011468,19,T
1675727470.0476935,171,85870,0,GPS1_Frame,42.33714766666667,-71.09049350000001,5.8,327783.5810765317,4689326.881404078,19,T
1675727471.0502114,172,85871,0,GPS1_Frame,42.33714833333333,-71.09049483333334,5.9,327783.47305083997,4689326.958132781,19,T
1675727472.0579584,173,85872,0,GPS1_Frame,42.33714883333334,-71.09049533333334,5.8,327783.4332236749,4689327.014666643,19,T
1675727473.0417147,174,85873,0,GPS1_Frame,42.337149333333336,-71.09049633333333,5.6,327783.35220441176,4689327.072213172,19,T
1675727474.0441766,175,85874,0,GPS1_Frame,42.3371495,-71.09049683333333,5.4,327783.3114672894,4689327.091732904,19,T
1675727475.049254,176,85875,0,GPS1_Frame,42.3371495,-71.09049716666667,5.4,327783.28400589037,4689327.092408016,19,T
1675727476.0535238,177,85876,0,GPS1_Frame,42.33715,-71.09049783333333,5.2,327783.2304480261,4689327.149279436,19,T
1675727477.0383961,178,85877,0,GPS1_Frame,42.33715016666667,-71.090498,5.1,327783.21717230533,4689327.1681240555,19,T
1675727478.0435748,179,85878,0,GPS1_Frame,42.33715033333333,-71.0904985,5.1,327783.17643518595,4689327.187643789,19,T
1675727479.0474653,180,85879,0,GPS1_Frame,42.33715083333333,-71.09049916666666,4.9,327783.1228773254,4689327.2445152085,19,T
1675727480.0454223,181,85880,0,GPS1_Frame,42.33715083333333,-71.09049983333333,4.8,327783.0679545264,4689327.245865434,19,T
1675727481.0609446,182,85881,0,GPS1_Frame,42.33715116666667,-71.09050033333332,4.8,327783.027672385,4689327.283892234,19,T
1675727482.0422177,183,85882,0,GPS1_Frame,42.33715099999999,-71.09050066666667,4.8,327782.9997560074,4689327.2660602825,19,T
1675727483.0502408,184,85883,0,GPS1_Frame,42.33715083333333,-71.0905005,4.9,327783.0130317274,4689327.247215661,19,T
1675727484.0561235,185,85884,0,GPS1_Frame,42.337150666666666,-71.09050016666667,5.0,327783.0400381468,4689327.228033485,19,T
1675727485.0456114,186,85885,0,GPS1_Frame,42.33714983333333,-71.09049916666666,5.4,327783.120147452,4689327.13347282,19,T
1675727486.0520859,187,85886,0,GPS1_Frame,42.33714916666666,-71.090498,5.6,327783.21444243344,4689327.057081668,19,T
1675727487.053049,188,85887,0,GPS1_Frame,42.33714833333333,-71.09049683333333,5.8,327783.30828244076,4689326.962183452,19,T
1675727488.0410638,189,85888,0,GPS1_Frame,42.33714766666667,-71.090496,5.9,327783.37511602894,4689326.886467413,19,T
